weight,word
7.2200654881436295,great
6.700001527994036,excellent
5.4599645313773335,best
5.411139774721499,perfect
5.221080426977807,amazing
5.0682134407239365,wonderful
4.552409021658946,favorite
4.533059837803107,brilliant
4.342164853878684,loved
4.214051376408046,today
4.099553280951364,fun
4.076541924374088,hilarious
3.9856126457308596,enjoyable
3.945147118594879,superb
3.929662318999956,enjoyed
